"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Baldwin County, AL"	"01003"	"2018"	"2018"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2017"	"2017"	"Feb., 2017"	"2017/02"	11	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2016"	"2016"	"Jan., 2016"	"2016/01"	18	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2016"	"2016"	"Feb., 2016"	"2016/02"	19	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2016"	"2016"	"Mar., 2016"	"2016/03"	16	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2016"	"2016"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2016"	"2016"	"Aug., 2016"	"2016/08"	12	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2016"	"2016"	"Sep., 2016"	"2016/09"	12	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2016"	"2016"	"Dec., 2016"	"2016/12"	11	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Jan., 2017"	"2017/01"	17	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Feb., 2017"	"2017/02"	15	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Mar., 2017"	"2017/03"	20	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Apr., 2017"	"2017/04"	14	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"May, 2017"	"2017/05"	15	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Jul., 2017"	"2017/07"	12	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Aug., 2017"	"2017/08"	15	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Oct., 2017"	"2017/10"	18	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Nov., 2017"	"2017/11"	13	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2017"	"2017"	"Dec., 2017"	"2017/12"	18	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Jan., 2018"	"2018/01"	40	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Feb., 2018"	"2018/02"	22	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Mar., 2018"	"2018/03"	13	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Apr., 2018"	"2018/04"	12	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"May, 2018"	"2018/05"	18	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Jul., 2018"	"2018/07"	11	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2018"	"2018"	"Dec., 2018"	"2018/12"	25	Not Applicable	Not Applicable
	"Lauderdale County, AL"	"01077"	"2018"	"2018"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable
	"Lee County, AL"	"01081"	"2018"	"2018"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2018"	"2018"	"Jan., 2018"	"2018/01"	16	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2018"	"2018"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2018"	"2018"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2017"	"2017"	"Jan., 2017"	"2017/01"	16	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2017"	"2017"	"Apr., 2017"	"2017/04"	10	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2017"	"2017"	"Dec., 2017"	"2017/12"	11	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Jan., 2018"	"2018/01"	19	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Feb., 2018"	"2018/02"	21	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2018"	"2018"	"Dec., 2018"	"2018/12"	11	Not Applicable	Not Applicable
	"Morgan County, AL"	"01103"	"2018"	"2018"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable
	"Shelby County, AL"	"01117"	"2018"	"2018"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable
	"Tuscaloosa County, AL"	"01125"	"2018"	"2018"	"Jan., 2018"	"2018/01"	14	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Jan., 2016"	"2016/01"	39	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Feb., 2016"	"2016/02"	70	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Mar., 2016"	"2016/03"	81	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Apr., 2016"	"2016/04"	33	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"May, 2016"	"2016/05"	22	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Jun., 2016"	"2016/06"	19	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Jul., 2016"	"2016/07"	24	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Aug., 2016"	"2016/08"	18	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Sep., 2016"	"2016/09"	20	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Oct., 2016"	"2016/10"	24	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Nov., 2016"	"2016/11"	27	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Dec., 2016"	"2016/12"	29	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"Jan., 2017"	"2017/01"	49	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"Feb., 2017"	"2017/02"	37	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"Mar., 2017"	"2017/03"	34	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"Apr., 2017"	"2017/04"	21	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"May, 2017"	"2017/05"	27	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"Jun., 2017"	"2017/06"	18	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"Jul., 2017"	"2017/07"	10	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"Aug., 2017"	"2017/08"	24	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"Sep., 2017"	"2017/09"	25	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"Oct., 2017"	"2017/10"	30	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"Nov., 2017"	"2017/11"	37	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	"Dec., 2017"	"2017/12"	92	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Jan., 2018"	"2018/01"	171	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Feb., 2018"	"2018/02"	68	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Mar., 2018"	"2018/03"	56	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Apr., 2018"	"2018/04"	48	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"May, 2018"	"2018/05"	32	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Jun., 2018"	"2018/06"	21	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Jul., 2018"	"2018/07"	37	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Aug., 2018"	"2018/08"	29	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Sep., 2018"	"2018/09"	26	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Oct., 2018"	"2018/10"	27	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Nov., 2018"	"2018/11"	33	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	"Dec., 2018"	"2018/12"	47	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2016"	"2016"	"Mar., 2016"	"2016/03"	10	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2017"	"2017"	"Dec., 2017"	"2017/12"	13	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Jan., 2018"	"2018/01"	27	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"2018"	"2018"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Jan., 2016"	"2016/01"	20	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Feb., 2016"	"2016/02"	33	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Mar., 2016"	"2016/03"	26	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Apr., 2016"	"2016/04"	21	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Jun., 2016"	"2016/06"	15	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Dec., 2016"	"2016/12"	17	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2017"	"2017"	"Jan., 2017"	"2017/01"	12	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2017"	"2017"	"Feb., 2017"	"2017/02"	11	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2017"	"2017"	"Mar., 2017"	"2017/03"	16	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2017"	"2017"	"Apr., 2017"	"2017/04"	13	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2017"	"2017"	"May, 2017"	"2017/05"	23	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2017"	"2017"	"Jul., 2017"	"2017/07"	12	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2017"	"2017"	"Oct., 2017"	"2017/10"	11	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2017"	"2017"	"Nov., 2017"	"2017/11"	11	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2017"	"2017"	"Dec., 2017"	"2017/12"	24	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2018"	"2018"	"Jan., 2018"	"2018/01"	48	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2018"	"2018"	"Feb., 2018"	"2018/02"	23	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2018"	"2018"	"Mar., 2018"	"2018/03"	15	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2018"	"2018"	"Apr., 2018"	"2018/04"	16	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2018"	"2018"	"May, 2018"	"2018/05"	11	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2018"	"2018"	"Sep., 2018"	"2018/09"	12	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2018"	"2018"	"Oct., 2018"	"2018/10"	10	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2018"	"2018"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"2018"	"2018"	"Dec., 2018"	"2018/12"	20	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"2016"	"2016"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"2017"	"2017"	"Dec., 2017"	"2017/12"	10	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"2018"	"2018"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"2018"	"2018"	"Jan., 2018"	"2018/01"	16	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"2018"	"2018"	"Mar., 2018"	"2018/03"	12	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"2017"	"2017"	"Feb., 2017"	"2017/02"	14	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"2017"	"2017"	"Mar., 2017"	"2017/03"	11	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"2017"	"2017"	"Dec., 2017"	"2017/12"	13	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"2018"	"2018"	"Jan., 2018"	"2018/01"	20	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2016"	"2016"	"Jan., 2016"	"2016/01"	28	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2016"	"2016"	"Feb., 2016"	"2016/02"	25	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2016"	"2016"	"Mar., 2016"	"2016/03"	25	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2016"	"2016"	"Apr., 2016"	"2016/04"	14	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2016"	"2016"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2016"	"2016"	"Jul., 2016"	"2016/07"	13	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2016"	"2016"	"Aug., 2016"	"2016/08"	12	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2016"	"2016"	"Sep., 2016"	"2016/09"	10	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2016"	"2016"	"Oct., 2016"	"2016/10"	12	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2016"	"2016"	"Nov., 2016"	"2016/11"	22	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2016"	"2016"	"Dec., 2016"	"2016/12"	19	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2017"	"2017"	"Jan., 2017"	"2017/01"	50	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2017"	"2017"	"Feb., 2017"	"2017/02"	29	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2017"	"2017"	"Mar., 2017"	"2017/03"	20	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2017"	"2017"	"Apr., 2017"	"2017/04"	18	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2017"	"2017"	"May, 2017"	"2017/05"	17	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2017"	"2017"	"Jun., 2017"	"2017/06"	15	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2017"	"2017"	"Jul., 2017"	"2017/07"	11	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2017"	"2017"	"Aug., 2017"	"2017/08"	11	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2017"	"2017"	"Sep., 2017"	"2017/09"	13	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2017"	"2017"	"Oct., 2017"	"2017/10"	15	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2017"	"2017"	"Dec., 2017"	"2017/12"	21	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018"	"2018"	"Jan., 2018"	"2018/01"	68	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018"	"2018"	"Feb., 2018"	"2018/02"	17	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018"	"2018"	"Mar., 2018"	"2018/03"	33	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018"	"2018"	"Apr., 2018"	"2018/04"	26	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018"	"2018"	"May, 2018"	"2018/05"	18	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018"	"2018"	"Jun., 2018"	"2018/06"	15	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018"	"2018"	"Jul., 2018"	"2018/07"	15	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018"	"2018"	"Oct., 2018"	"2018/10"	10	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018"	"2018"	"Nov., 2018"	"2018/11"	15	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018"	"2018"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"2018"	"2018"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"2018"	"2018"	"Mar., 2018"	"2018/03"	12	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2016"	"2016"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2016"	"2016"	"Feb., 2016"	"2016/02"	16	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2016"	"2016"	"Mar., 2016"	"2016/03"	13	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2016"	"2016"	"Apr., 2016"	"2016/04"	15	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2016"	"2016"	"May, 2016"	"2016/05"	12	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2016"	"2016"	"Oct., 2016"	"2016/10"	15	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2016"	"2016"	"Dec., 2016"	"2016/12"	19	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2017"	"2017"	"Jan., 2017"	"2017/01"	31	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2017"	"2017"	"Feb., 2017"	"2017/02"	23	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2017"	"2017"	"Mar., 2017"	"2017/03"	14	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2017"	"2017"	"Apr., 2017"	"2017/04"	13	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2017"	"2017"	"May, 2017"	"2017/05"	12	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2017"	"2017"	"Aug., 2017"	"2017/08"	11	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2017"	"2017"	"Oct., 2017"	"2017/10"	12	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2017"	"2017"	"Nov., 2017"	"2017/11"	12	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2017"	"2017"	"Dec., 2017"	"2017/12"	19	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2018"	"2018"	"Jan., 2018"	"2018/01"	54	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2018"	"2018"	"Feb., 2018"	"2018/02"	25	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2018"	"2018"	"Mar., 2018"	"2018/03"	23	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2018"	"2018"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2018"	"2018"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2018"	"2018"	"Nov., 2018"	"2018/11"	12	Not Applicable	Not Applicable
	"Contra Costa County, CA"	"06013"	"2018"	"2018"	"Dec., 2018"	"2018/12"	15	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2016"	"2016"	"Jan., 2016"	"2016/01"	16	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2016"	"2016"	"Feb., 2016"	"2016/02"	18	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2016"	"2016"	"Mar., 2016"	"2016/03"	14	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2016"	"2016"	"Apr., 2016"	"2016/04"	11	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2016"	"2016"	"May, 2016"	"2016/05"	13	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2016"	"2016"	"Jul., 2016"	"2016/07"	14	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2016"	"2016"	"Sep., 2016"	"2016/09"	13	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2016"	"2016"	"Dec., 2016"	"2016/12"	16	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2017"	"2017"	"Jan., 2017"	"2017/01"	22	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2017"	"2017"	"Feb., 2017"	"2017/02"	19	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2017"	"2017"	"Mar., 2017"	"2017/03"	15	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2017"	"2017"	"Apr., 2017"	"2017/04"	12	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2017"	"2017"	"May, 2017"	"2017/05"	10	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2017"	"2017"	"Sep., 2017"	"2017/09"	10	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2017"	"2017"	"Nov., 2017"	"2017/11"	12	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2017"	"2017"	"Dec., 2017"	"2017/12"	27	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2018"	"2018"	"Jan., 2018"	"2018/01"	45	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2018"	"2018"	"Feb., 2018"	"2018/02"	21	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2018"	"2018"	"Mar., 2018"	"2018/03"	15	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2018"	"2018"	"Apr., 2018"	"2018/04"	16	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2018"	"2018"	"May, 2018"	"2018/05"	10	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2018"	"2018"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2018"	"2018"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2018"	"2018"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable
	"Fresno County, CA"	"06019"	"2018"	"2018"	"Dec., 2018"	"2018/12"	18	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2016"	"2016"	"Jan., 2016"	"2016/01"	10	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2016"	"2016"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2016"	"2016"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2017"	"2017"	"Jan., 2017"	"2017/01"	11	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2017"	"2017"	"Feb., 2017"	"2017/02"	10	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2017"	"2017"	"Sep., 2017"	"2017/09"	10	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2017"	"2017"	"Dec., 2017"	"2017/12"	12	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2018"	"2018"	"Jan., 2018"	"2018/01"	26	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2018"	"2018"	"Feb., 2018"	"2018/02"	15	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2018"	"2018"	"May, 2018"	"2018/05"	13	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2018"	"2018"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable
	"Kern County, CA"	"06029"	"2018"	"2018"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Jan., 2016"	"2016/01"	265	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Feb., 2016"	"2016/02"	222	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Mar., 2016"	"2016/03"	239	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Apr., 2016"	"2016/04"	168	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"May, 2016"	"2016/05"	151	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Jun., 2016"	"2016/06"	145	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Jul., 2016"	"2016/07"	149	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Aug., 2016"	"2016/08"	138	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Sep., 2016"	"2016/09"	119	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Oct., 2016"	"2016/10"	144	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Nov., 2016"	"2016/11"	140	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Dec., 2016"	"2016/12"	202	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2017"	"2017"	"Jan., 2017"	"2017/01"	228	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2017"	"2017"	"Feb., 2017"	"2017/02"	192	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2017"	"2017"	"Mar., 2017"	"2017/03"	219	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2017"	"2017"	"Apr., 2017"	"2017/04"	176	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2017"	"2017"	"May, 2017"	"2017/05"	146	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2017"	"2017"	"Jun., 2017"	"2017/06"	126	Not Applicable	Not Applicable
