"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Bristol County, MA"	"25005"	"2018"	"2018"	"Aug., 2018"	"2018/08"	13	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"2018"	"2018"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2016"	"2016"	"Mar., 2016"	"2016/03"	14	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2016"	"2016"	"Apr., 2016"	"2016/04"	17	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2016"	"2016"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2016"	"2016"	"Aug., 2016"	"2016/08"	12	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2016"	"2016"	"Nov., 2016"	"2016/11"	11	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2016"	"2016"	"Dec., 2016"	"2016/12"	14	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2017"	"2017"	"Jan., 2017"	"2017/01"	21	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2017"	"2017"	"Feb., 2017"	"2017/02"	20	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2017"	"2017"	"Mar., 2017"	"2017/03"	19	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2017"	"2017"	"Apr., 2017"	"2017/04"	10	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2017"	"2017"	"Jun., 2017"	"2017/06"	14	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2017"	"2017"	"Jul., 2017"	"2017/07"	12	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2017"	"2017"	"Aug., 2017"	"2017/08"	11	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2017"	"2017"	"Oct., 2017"	"2017/10"	10	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2017"	"2017"	"Dec., 2017"	"2017/12"	13	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2018"	"2018"	"Jan., 2018"	"2018/01"	31	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2018"	"2018"	"Feb., 2018"	"2018/02"	36	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2018"	"2018"	"Mar., 2018"	"2018/03"	15	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2018"	"2018"	"Apr., 2018"	"2018/04"	20	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2018"	"2018"	"May, 2018"	"2018/05"	14	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2018"	"2018"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2018"	"2018"	"Sep., 2018"	"2018/09"	11	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2018"	"2018"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2018"	"2018"	"Nov., 2018"	"2018/11"	12	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2018"	"2018"	"Dec., 2018"	"2018/12"	15	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"2016"	"2016"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"2016"	"2016"	"Apr., 2016"	"2016/04"	12	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"2016"	"2016"	"May, 2016"	"2016/05"	10	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"2017"	"2017"	"Jan., 2017"	"2017/01"	16	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"2017"	"2017"	"Feb., 2017"	"2017/02"	17	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"2017"	"2017"	"Mar., 2017"	"2017/03"	16	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"2017"	"2017"	"Dec., 2017"	"2017/12"	12	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"2018"	"2018"	"Jan., 2018"	"2018/01"	19	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"2018"	"2018"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"2018"	"2018"	"Mar., 2018"	"2018/03"	13	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Jan., 2016"	"2016/01"	32	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Feb., 2016"	"2016/02"	16	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Mar., 2016"	"2016/03"	27	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Apr., 2016"	"2016/04"	21	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"May, 2016"	"2016/05"	21	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Jun., 2016"	"2016/06"	11	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Jul., 2016"	"2016/07"	16	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Aug., 2016"	"2016/08"	19	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Sep., 2016"	"2016/09"	20	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Oct., 2016"	"2016/10"	20	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Nov., 2016"	"2016/11"	11	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Dec., 2016"	"2016/12"	28	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"Jan., 2017"	"2017/01"	38	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"Feb., 2017"	"2017/02"	36	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"Mar., 2017"	"2017/03"	40	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"Apr., 2017"	"2017/04"	20	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"May, 2017"	"2017/05"	30	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"Jun., 2017"	"2017/06"	16	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"Jul., 2017"	"2017/07"	14	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"Aug., 2017"	"2017/08"	16	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"Sep., 2017"	"2017/09"	16	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"Oct., 2017"	"2017/10"	18	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"Nov., 2017"	"2017/11"	14	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2017"	"2017"	"Dec., 2017"	"2017/12"	22	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2018"	"2018"	"Jan., 2018"	"2018/01"	31	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2018"	"2018"	"Feb., 2018"	"2018/02"	58	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2018"	"2018"	"Mar., 2018"	"2018/03"	27	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2018"	"2018"	"Apr., 2018"	"2018/04"	28	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2018"	"2018"	"May, 2018"	"2018/05"	10	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2018"	"2018"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2018"	"2018"	"Sep., 2018"	"2018/09"	21	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2018"	"2018"	"Oct., 2018"	"2018/10"	12	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2018"	"2018"	"Nov., 2018"	"2018/11"	15	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2018"	"2018"	"Dec., 2018"	"2018/12"	21	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2016"	"2016"	"Jan., 2016"	"2016/01"	17	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2016"	"2016"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2016"	"2016"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2016"	"2016"	"Apr., 2016"	"2016/04"	13	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2016"	"2016"	"Jun., 2016"	"2016/06"	10	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2017"	"2017"	"Jan., 2017"	"2017/01"	19	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2017"	"2017"	"Feb., 2017"	"2017/02"	24	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2017"	"2017"	"Mar., 2017"	"2017/03"	16	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2017"	"2017"	"Apr., 2017"	"2017/04"	16	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2017"	"2017"	"Jun., 2017"	"2017/06"	13	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2018"	"2018"	"Jan., 2018"	"2018/01"	28	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2018"	"2018"	"Feb., 2018"	"2018/02"	21	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2018"	"2018"	"Mar., 2018"	"2018/03"	23	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2018"	"2018"	"Apr., 2018"	"2018/04"	15	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2018"	"2018"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2018"	"2018"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2018"	"2018"	"Jul., 2018"	"2018/07"	11	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2018"	"2018"	"Aug., 2018"	"2018/08"	14	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2018"	"2018"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2018"	"2018"	"Dec., 2018"	"2018/12"	13	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2016"	"2016"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2016"	"2016"	"Apr., 2016"	"2016/04"	20	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2016"	"2016"	"May, 2016"	"2016/05"	11	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2016"	"2016"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2016"	"2016"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2017"	"2017"	"Jan., 2017"	"2017/01"	30	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2017"	"2017"	"Feb., 2017"	"2017/02"	15	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2017"	"2017"	"Mar., 2017"	"2017/03"	10	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2017"	"2017"	"Apr., 2017"	"2017/04"	18	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2017"	"2017"	"Nov., 2017"	"2017/11"	11	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2017"	"2017"	"Dec., 2017"	"2017/12"	11	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2018"	"2018"	"Jan., 2018"	"2018/01"	16	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2018"	"2018"	"Feb., 2018"	"2018/02"	20	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2018"	"2018"	"Mar., 2018"	"2018/03"	16	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2018"	"2018"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2018"	"2018"	"Nov., 2018"	"2018/11"	15	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2018"	"2018"	"Dec., 2018"	"2018/12"	11	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2016"	"2016"	"Feb., 2016"	"2016/02"	14	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2016"	"2016"	"Mar., 2016"	"2016/03"	11	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2017"	"2017"	"Jan., 2017"	"2017/01"	10	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2017"	"2017"	"Feb., 2017"	"2017/02"	18	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2017"	"2017"	"Mar., 2017"	"2017/03"	14	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2017"	"2017"	"Apr., 2017"	"2017/04"	12	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2018"	"2018"	"Jan., 2018"	"2018/01"	25	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2018"	"2018"	"Feb., 2018"	"2018/02"	16	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2018"	"2018"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2018"	"2018"	"Apr., 2018"	"2018/04"	13	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2018"	"2018"	"Nov., 2018"	"2018/11"	12	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"Jan., 2016"	"2016/01"	13	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"Feb., 2016"	"2016/02"	21	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"Mar., 2016"	"2016/03"	18	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"Apr., 2016"	"2016/04"	23	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"May, 2016"	"2016/05"	16	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"Jul., 2016"	"2016/07"	10	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"Aug., 2016"	"2016/08"	10	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"Oct., 2016"	"2016/10"	14	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"Dec., 2016"	"2016/12"	19	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2017"	"2017"	"Jan., 2017"	"2017/01"	14	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2017"	"2017"	"Feb., 2017"	"2017/02"	15	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2017"	"2017"	"Mar., 2017"	"2017/03"	27	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2017"	"2017"	"Apr., 2017"	"2017/04"	20	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2017"	"2017"	"May, 2017"	"2017/05"	13	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2017"	"2017"	"Jun., 2017"	"2017/06"	11	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2017"	"2017"	"Jul., 2017"	"2017/07"	15	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2017"	"2017"	"Aug., 2017"	"2017/08"	11	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2017"	"2017"	"Oct., 2017"	"2017/10"	10	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2017"	"2017"	"Nov., 2017"	"2017/11"	16	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2017"	"2017"	"Dec., 2017"	"2017/12"	19	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2018"	"2018"	"Jan., 2018"	"2018/01"	31	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2018"	"2018"	"Feb., 2018"	"2018/02"	31	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2018"	"2018"	"Mar., 2018"	"2018/03"	30	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2018"	"2018"	"Apr., 2018"	"2018/04"	17	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2018"	"2018"	"May, 2018"	"2018/05"	18	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2018"	"2018"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2018"	"2018"	"Jul., 2018"	"2018/07"	13	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2018"	"2018"	"Sep., 2018"	"2018/09"	11	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2018"	"2018"	"Oct., 2018"	"2018/10"	13	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2018"	"2018"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2018"	"2018"	"Dec., 2018"	"2018/12"	16	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"2018"	"2018"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"2017"	"2017"	"Feb., 2017"	"2017/02"	10	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"2017"	"2017"	"Jan., 2017"	"2017/01"	11	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"2017"	"2017"	"Mar., 2017"	"2017/03"	11	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"2017"	"2017"	"Mar., 2017"	"2017/03"	13	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"2018"	"2018"	"Jan., 2018"	"2018/01"	15	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"2016"	"2016"	"Mar., 2016"	"2016/03"	15	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"2016"	"2016"	"May, 2016"	"2016/05"	11	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"2017"	"2017"	"Mar., 2017"	"2017/03"	14	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"2017"	"2017"	"Apr., 2017"	"2017/04"	10	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"2018"	"2018"	"Jan., 2018"	"2018/01"	22	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"2018"	"2018"	"Feb., 2018"	"2018/02"	20	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Jan., 2016"	"2016/01"	11	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Feb., 2016"	"2016/02"	14	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Mar., 2016"	"2016/03"	19	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Apr., 2016"	"2016/04"	16	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"May, 2016"	"2016/05"	15	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Jun., 2016"	"2016/06"	12	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Jul., 2016"	"2016/07"	10	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Oct., 2016"	"2016/10"	13	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Dec., 2016"	"2016/12"	15	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2017"	"2017"	"Jan., 2017"	"2017/01"	14	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2017"	"2017"	"Feb., 2017"	"2017/02"	22	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2017"	"2017"	"Mar., 2017"	"2017/03"	19	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2017"	"2017"	"Apr., 2017"	"2017/04"	23	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2017"	"2017"	"Jun., 2017"	"2017/06"	14	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2017"	"2017"	"Aug., 2017"	"2017/08"	12	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2017"	"2017"	"Oct., 2017"	"2017/10"	13	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2017"	"2017"	"Nov., 2017"	"2017/11"	13	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2017"	"2017"	"Dec., 2017"	"2017/12"	14	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2018"	"2018"	"Jan., 2018"	"2018/01"	32	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2018"	"2018"	"Feb., 2018"	"2018/02"	18	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2018"	"2018"	"Mar., 2018"	"2018/03"	16	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2018"	"2018"	"Apr., 2018"	"2018/04"	16	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2018"	"2018"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2018"	"2018"	"Jun., 2018"	"2018/06"	15	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2018"	"2018"	"Jul., 2018"	"2018/07"	12	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2018"	"2018"	"Sep., 2018"	"2018/09"	14	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2018"	"2018"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2018"	"2018"	"Dec., 2018"	"2018/12"	11	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Jan., 2016"	"2016/01"	17	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Feb., 2016"	"2016/02"	13	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Mar., 2016"	"2016/03"	32	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Apr., 2016"	"2016/04"	15	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"May, 2016"	"2016/05"	12	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Jun., 2016"	"2016/06"	14	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Jul., 2016"	"2016/07"	12	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Sep., 2016"	"2016/09"	19	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Oct., 2016"	"2016/10"	14	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Nov., 2016"	"2016/11"	13	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Dec., 2016"	"2016/12"	16	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"Jan., 2017"	"2017/01"	16	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"Feb., 2017"	"2017/02"	33	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"Mar., 2017"	"2017/03"	28	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"Apr., 2017"	"2017/04"	18	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"May, 2017"	"2017/05"	18	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"Jun., 2017"	"2017/06"	11	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"Jul., 2017"	"2017/07"	16	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"Aug., 2017"	"2017/08"	15	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"Sep., 2017"	"2017/09"	17	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"Oct., 2017"	"2017/10"	11	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"Nov., 2017"	"2017/11"	12	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2017"	"2017"	"Dec., 2017"	"2017/12"	17	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"Jan., 2018"	"2018/01"	33	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"Feb., 2018"	"2018/02"	27	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"Mar., 2018"	"2018/03"	21	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"Apr., 2018"	"2018/04"	15	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"May, 2018"	"2018/05"	23	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"Jun., 2018"	"2018/06"	17	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"Jul., 2018"	"2018/07"	15	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"Aug., 2018"	"2018/08"	11	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"Sep., 2018"	"2018/09"	14	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"Oct., 2018"	"2018/10"	21	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"Nov., 2018"	"2018/11"	17	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2018"	"2018"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	"2018"	"2018"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable
